OBJECTID,ZN,EAST,NORTH,CEAST,CNORTH,KMSQ,STATION,IDO,HA,ID_STRING,ID,SHAPE_AREA,SHAPE_LEN
1038,0,450700,280700,456013,284851,66.695,54103,54103,54,54103,54103,66695000,55768.98628
1089,0,307900,120300,304519,127443,57.737,52014,52014,52,52014,52014,57736562.5,62817.08332
1090,0,386800,230150,369120,284773,9866.271,54110,54110,54,54110,54110,9866270625,1016198.102
1091,0,450300,276650,458441,279966,243.369,54111,54111,54,54111,54111,243369375,99116.65222
1092,0,446750,268550,451921,266510,104.78,54112,54112,54,54112,54112,104780312.5,74341.34739
1093,0,440500,262700,442358,257860,103.889,54113,54113,54,54113,54113,103889375,65588.2251
1094,0,289400,640300,293416,628982,938.378,84018,84018,84,84018,84018,938377500,249910.1118
1095,0,268100,662500,277923,664752,129.332,84019,84019,84,84019,84019,129332187.5,82843.42892
1096,0,258700,659700,257739,652272,110.69,84021,84021,84,84021,84021,110690000,74111.62697
1097,0,293050,626000,284418,622686,111.681,84022,84022,84,84022,84022,111680937.5,94000.28317
1098,0,266550,673450,271833,670394,92.276,84025,84025,84,84025,84025,92275625,80465.18036
1099,0,258000,657500,257699,652014,106.417,84030,84030,84,84030,84030,106416562.5,70572.71824
1100,0,341200,566150,351411,575033,210.243,77005,77005,77,77005,77005,210243437.5,92194.03858
1101,0,312550,575600,307787,596962,729.652,78001,78001,78,78001,78001,729652187.5,204752.4693
1102,0,306800,585200,299543,592666,142.795,78002,78002,78,78002,78002,142794687.5,79986.9318
1103,0,319050,570400,310271,593596,924.995,78003,78003,78,78003,78003,924995000,236860.3643
1202,0,457450,132600,462212,133819,57.45,42811,42811,42,42811,42811,57450312.5,40915.86399
1203,0,308850,97100,308982,102292,31.434,45013,45013,45,45013,45013,31433750,37932.59018
1204,0,298850,128900,300161,130641,6.807,45816,45816,45,45816,45816,6806562.5,15035.965
1205,0,298850,128950,299064,130042,1.738,45817,45817,45,45817,45817,1738437.5,7470.27958
941,0,535900,246650,535548,243090,14.563,33064,33064,33,33064,33064,14563437.5,22374.44264
942,0,518550,229000,516094,227735,12.029,33065,33065,33,33065,33065,12029062.5,20930.93975
943,0,563250,135650,561301,133645,24.551,40024,40024,40,40024,40024,24550937.5,26606.67568
944,0,371850,96450,370072,100164,34.092,44013,44013,44,44013,44013,34091875,34594.11255
1039,0,298700,219300,299354,220549,5.333,57011,57011,57,57011,57011,5332812.5,11435.965
1040,0,300350,212950,298947,213411,4.782,57012,57012,57,57012,57012,4781875,11774.87373
1041,0,453750,173050,450035,180129,90.056,39114,39114,39,39114,39114,90055625,59595.33188
1104,0,511750,218600,506726,223552,70.311,38013,38013,38,38013,38013,70310625,58171.06781
1105,0,554850,203500,551200,206471,63.701,37015,37015,37,37015,37015,63700625,44691.16882
1215,0,249100,220350,268999,235624,1091.011,60802,60802,60,60802,60802,1091011250,232034.0187
1216,0,195400,217700,195049,226903,197.83,61001,61001,61,61001,61001,197830000,109404.0151
1217,0,362900,566400,365159,574695,110.537,76012,76012,76,76012,76012,110536562.5,86862.66773
1218,0,368500,393900,366480,401208,160.146,69005,69005,69,69005,69005,160145937.5,85928.35316
1219,0,347200,524950,340745,517219,149.355,76015,76015,76,76015,76015,149355000,72477.3124
1220,0,346750,555350,360686,522370,1371.72,76017,76017,76,76017,76017,1371720313,318825.4707
1221,0,304400,374850,309061,361430,431.115,66025,66025,66,66025,66025,431115312.5,141551.25
1222,0,294100,335700,286702,334908,262.825,67001,67001,67,67001,67001,262825312.5,109221.6035
1223,0,313150,181800,302612,201860,486.892,57003,57003,57,57003,57003,486891875,161485.1334
1224,0,307950,195650,299657,203436,103.295,57004,57004,57,57004,57004,103294687.5,71365.61146
1225,0,307950,189700,301955,203106,451.693,57005,57005,57,57005,57005,451693437.5,132469.2695
1226,0,259150,101900,258915,93281,80.171,50011,50011,50,50011,50011,80171250,54736.75324
945,0,605450,160750,603984,156158,31.403,40015,40015,40,40015,40015,31402500,37544.72222
946,0,551050,174550,546621,166916,123.489,40016,40016,40,40016,40016,123489375,76058.07358
947,0,553050,164250,550482,156657,122.244,40018,40018,40,40018,40018,122244062.5,71629.21536
948,0,397050,140150,396071,147185,67.996,43801,43801,43,43801,43801,67996250,51363.96103
1042,0,566200,112850,563750,114884,17.106,41001,41001,41,41001,41001,17105937.5,26106.67568
1043,0,584600,247250,578965,252845,85.615,36002,36002,36,36002,36002,85614687.5,60878.60569
1106,0,543200,210400,544682,208310,20.757,38007,38007,38,38007,38007,20757187.5,27248.09704
1107,0,537200,172600,536267,168290,35.788,39058,39058,39,39058,39058,35788437.5,31457.28535
1108,0,437500,185300,436533,184673,3.992,39061,39061,39,39061,39061,3992187.5,11511.70094
1109,0,541550,252400,534790,244480,308.047,33021,33021,33,33021,33021,308046562.5,104145.5104
1110,0,515300,250900,515451,236783,539.627,33022,33022,33,33022,33022,539627187.5,197557.1374
1111,0,546700,250650,550783,238657,199.586,33024,33024,33,33024,33024,199586250,92433.80951
1112,0,521650,266950,494464,242057,2566.298,33026,33026,33,33026,33026,2566297500,431353.6147
1113,0,533300,248500,528838,243645,128.494,33027,33027,33,33027,33027,128494062.5,66448.45417
1114,0,514250,239300,504373,235236,119.419,33028,33028,33,33028,33028,119419062.5,79526.27163
1115,0,571600,300650,573508,305842,95.41,33029,33029,33,33029,33029,95409687.5,63617.08332
1116,0,636450,291750,619772,279599,665.799,34022,34022,34,34022,34022,665798437.5,215176.0191
1117,0,602050,318400,592035,324092,377.463,34214,34214,34,34214,34214,377462812.5,171537.8986
1118,0,602050,318450,592034,324092,377.422,34811,34811,34,34811,34811,377421875,171552.5433
1188,0,399700,192700,396118,192907,42.213,39100,39100,39,39100,39100,42213437.5,41137.18434
1189,0,305300,182450,307584,184431,26.506,57803,57803,57,57803,57803,26506250,28576.95526
1190,0,550100,140500,546139,140874,26.489,40808,40808,40,40808,40808,26489375,31440.55916
1191,0,573700,153650,561709,142432,1272.148,40820,40820,40,40820,40820,1272147500,270205.5916
949,0,504500,146800,507365,144918,16.065,39036,39036,39,39036,39036,16065000,24840.55916
950,0,521600,163350,523186,160508,8.437,39107,39107,39,39107,39107,8436875,18113.35137
951,0,445850,241100,449515,249775,204.587,39026,39026,39,39026,39026,204587187.5,86948.45417
952,0,463450,176600,453633,176722,175.683,39027,39027,39,39027,39027,175683125,88904.52019
953,0,432150,168500,425985,164945,100.094,39028,39028,39,39028,39028,100094062.5,64451.3979
954,0,508250,195250,502206,206720,182.35,39030,39030,39,39030,39030,182350000,93069.34342
955,0,415050,201200,406592,214404,128.129,39110,39110,39,39110,39110,128128750,92554.26766
956,0,503500,171300,454483,196110,8186.561,39111,39111,39,39111,39111,8186559375,772695.4544
957,0,437350,185200,436191,184682,3.101,39112,39112,39,39112,39112,3101250,9372.792206
958,0,438250,186150,438608,185236,1.383,39113,39113,39,39113,39113,1383125,6243.502884
1044,0,598550,237900,593969,242048,56.72,36003,36003,36,36003,36003,56720000,50037.61543
1045,0,255150,57700,256488,61046,13.435,47022,47022,47,47022,47022,13435000,21442.64069
1119,0,490000,288700,486694,288965,6.419,32016,32016,32,32016,32016,6419062.5,17387.43687
1120,0,486100,283100,475917,281469,63.431,32018,32018,32,32018,32018,63431250,61513.35137
1121,0,567150,113750,565762,116310,14.183,41013,41013,41,41013,41013,14183437.5,20223.83297
1122,0,504700,122900,507348,131967,396.831,41014,41014,41,41014,41014,396831250,170591.8831
1123,0,511700,133150,517028,134407,151.622,41019,41019,41,41019,41019,151621562.5,84891.95706
1124,0,414350,105400,406842,137872,1651.331,43001,43001,43,43001,43001,1651330625,302331.9372
1125,0,415850,114350,405962,140938,1459.446,43003,43003,43,43003,43003,1459445313,284093.0285
1126,0,415650,130400,421744,146232,165.213,43004,43004,43,43004,43004,165212812.5,107901.1454
1206,0,298050,132650,299145,134044,9.546,45818,45818,45,45818,45818,9545625,15362.7417
1207,0,291400,178000,296001,181562,63.573,58003,58003,58,58003,58003,63573437.5,46842.20959
1208,0,568650,134750,567684,132174,22.921,40802,40802,40,40802,40802,22921250,27987.00577
959,0,534000,192550,528316,193680,40.533,38025,38025,38,38025,38025,40532500,44801.21933
960,0,568950,241800,565864,241223,27.582,36010,36010,36,36010,36010,27581875,26845.58441
961,0,569650,244100,565534,246165,34.24,36011,36011,36,36011,36011,34239687.5,34660.22907
1046,0,416050,220950,409628,225718,65.277,39142,39142,39,39142,39142,65276875,58551.829
1127,0,251300,69900,254968,73835,44.244,47014,47014,47,47014,47014,44244062.5,49558.50468
1128,0,627550,157550,626221,152758,30.719,40014,40014,40,40014,40014,30718750,42674.01154
1227,0,265000,243950,266417,247870,19.498,60012,60012,60,60012,60012,19497812.5,32072.36111
1228,0,314900,521400,316227,517920,63.278,75016,75016,75,75016,75016,63277812.5,55080.68722
962,0,537050,198850,534683,203464,40.468,38024,38024,38,38024,38024,40468437.5,34522.97077
963,0,636400,291700,619772,279599,665.796,34812,34812,34,34812,34812,665795937.5,215105.3084
964,0,636450,291750,619772,279599,665.799,34813,34813,34,34813,34813,665798437.5,215176.0191
965,0,615400,244150,607331,255528,315.691,35001,35001,35,35001,35001,315691250,127242.9978
966,0,567900,124000,564649,121529,26.287,40017,40017,40,40017,40017,26287187.5,32484.49314
967,0,418400,93400,419814,96844,13.038,43013,43013,43,43013,43013,13038125,22928.42712
1047,0,406300,244900,409678,241837,93.927,54023,54023,54,54023,54023,93926562.5,63012.92027
1048,0,374600,295350,377365,302083,255.23,54024,54024,54,54024,54024,255230312.5,106764.7493
1049,0,277850,200750,280475,206432,43.444,58008,58008,58,58008,58008,43443750,38379.03679
1050,0,429900,265300,444445,273270,1012.491,54114,54114,54,54114,54114,1012491250,240003.1529
1051,0,353000,328700,347522,330299,124.298,54819,54819,54,54819,54819,124298437.5,80748.45417
1129,0,521650,171750,523782,166740,39.489,39005,39005,39,39005,39005,39489375,43758.93578
1130,0,291450,286750,286983,290640,49.15,54042,54042,54,54042,54042,49150000,46381.11832
1131,0,346950,556700,360654,522446,1374.865,76002,76002,76,76002,76002,1374864688,324032.5775
1132,0,357600,530450,346473,519213,406.998,76003,76003,76,76003,76003,406998125,150345.7936
1133,0,290400,179450,290379,188501,157.784,58001,58001,58,58001,58001,157784375,77363.09883
1134,0,281550,201700,290206,210212,190.693,58002,58002,58,58002,58002,190693437.5,95141.70453
1146,0,383000,204600,388502,205049,196.701,54027,54027,54,54027,54027,196701250,89158.07358
1147,0,325300,319600,307743,318661,779.144,54028,54028,54,54028,54028,779143750,189250.4617
1148,0,373450,255750,346634,279097,1483.656,54029,54029,54,54029,54029,1483656250,320008.0303
1192,0,543150,210350,544684,208307,20.733,38815,38815,38,38815,38815,20733125,27333.45238
1193,0,539250,209800,527983,221371,758.614,38818,38818,38,38818,38818,758614062.5,212959.2189
1194,0,517750,169850,462899,187850,9930.831,39001,39001,39,39001,39001,9930829375,970761.3491
1195,0,456850,193600,430925,212890,3480.032,39002,39002,39,39002,39002,3480031563,485642.9851
1196,0,526600,170550,530132,159692,153.733,39003,39003,39,39003,39003,153732812.5,85583.98808
1197,0,529650,165500,530734,157992,117.35,39004,39004,39,39004,39004,117350000,75577.3124
1198,0,440200,201850,418885,219840,361.593,39006,39006,39,39006,39006,361593125,160255.487
1199,0,473100,164800,479802,154750,359.803,39007,39007,39,39007,39007,359803125,124337.1104
1200,0,245950,73100,245411,76639,20.718,47016,47016,47,47016,47016,20717812.5,25308.75721
1201,0,502500,292100,498721,291590,18.263,32024,32024,32,32024,32024,18262812.5,25189.5184
968,0,224400,76400,223219,75242,13.95,47013,47013,47,47013,47013,13950000,23876.95526
969,0,449550,139350,454334,140351,50.146,42015,42015,42,42015,42015,50145937.5,40381.54942
970,0,581300,117700,576390,118409,46.491,40025,40025,40,40025,40025,46490625,41540.55916
971,0,588650,125750,573042,127070,377.449,40026,40026,40,40026,40026,377448750,146422.8968
974,0,632150,253350,621838,260512,161.78,35002,35002,35,35002,35002,161779687.5,96085.71247
1052,0,568400,114150,569176,116942,18.64,41002,41002,41,41002,41002,18640312.5,23653.12229
1053,0,553300,105150,556555,114114,130.326,41003,41003,41,41003,41003,130325937.5,79573.58044
1054,0,543400,114850,541088,123614,400.613,41004,41004,41,41004,41004,400613125,144288.5822
1055,0,542900,121400,535454,127417,182.66,41005,41005,41,41005,41005,182659687.5,83636.32214
1056,0,234300,88600,231858,102039,234.779,47002,47002,47,47002,47002,234779062.5,109361.8055
1057,0,247450,65100,251651,76294,206.431,47003,47003,47,47003,47003,206431250,89732.08512
1058,0,236850,62550,229410,72589,135.287,47004,47004,47,47004,47004,135287187.5,81194.03858
1059,0,233700,86650,223680,91033,121.66,47005,47005,47,47005,47005,121660312.5,78538.40367
1060,0,238850,84250,246585,88525,220.388,47006,47006,47,47006,47006,220387500,85471.42495
1061,0,239750,85500,245181,91619,112.718,47008,47008,47,47008,47008,112717500,66280.25612
1062,0,501000,118350,485649,123373,353.039,41008,41008,41,41008,41008,353039062.5,131168.0501
1063,0,503400,117850,485983,123248,360.766,41009,41009,41,41009,41009,360765625,135901.9336
1064,0,517850,119700,514013,123095,109.625,41010,41010,41,41010,41010,109625312.5,69185.71247
1065,0,485200,122900,477886,125009,156.938,41011,41011,41,41011,41011,156938437.5,81247.59198
1066,0,521900,119000,529212,120330,93.619,41012,41012,41,41012,41012,93618750,69541.77849
1067,0,386750,86850,367880,93020,414.587,44810,44810,44,44810,44810,414586875,145622.8968
1068,0,387300,86700,367885,93019,414.689,44811,44811,44,44811,44811,414688750,147235.0288
1069,0,386350,239950,346236,296964,6863.41,54043,54043,54,54043,54043,6863409063,690057.4079
1135,0,586800,245950,586647,250956,50.326,36004,36004,36,36004,36004,50325937.5,57395.76298
1136,0,584750,242150,581019,240359,58.161,36007,36007,36,36007,36007,58160937.5,41181.54942
1209,0,399500,405100,399678,408701,40.601,69048,69048,69,69048,69048,40601250,39020.45815
1210,0,411600,399600,412285,398753,12.964,69802,69802,69,69802,69802,12963750,22230.50865
1211,0,388200,412700,392289,415155,110.537,69803,69803,69,69803,69803,110536875,70908.68325
1212,0,306900,343300,294129,339692,657.15,67014,67014,67,67014,67014,657150000,193739.9062
1213,0,334850,341450,303097,340024,1008.724,67015,67015,67,67015,67015,1008724375,257287.9292
1214,0,365300,452900,364980,455699,25.032,71804,71804,71,71804,71804,25032187.5,25010.83874
972,0,539150,224800,539499,231557,50.407,38029,38029,38,38029,38029,50406562.5,47679.46789
973,0,584750,267250,584868,260973,111.07,33070,33070,33,33070,33070,111070312.5,59780.68722
975,0,605750,257900,601906,259648,125.856,35008,35008,35,35008,35008,125855625,79095.33188
1070,0,493250,225550,496638,228208,40.349,33030,33030,33,33030,33030,40349062.5,36276.52416
1071,0,640600,276900,634404,276308,90.742,35013,35013,35,35013,35013,90741875,63859.79797
1137,0,520800,297400,516771,293930,30.248,33060,33060,33,33060,33060,30248437.5,36972.36111
1138,0,540200,246000,540781,245391,1.029,33061,33061,33,33061,33061,1028750,5389.949494
1139,0,540250,245550,540357,245279,0.14,33062,33062,33,33062,33062,140312.5,2268.198052
1140,0,433400,131350,429280,136469,61.127,42026,42026,42,42026,42026,61126562.5,42722.97077
1169,0,415600,94300,407159,136586,1712.303,43021,43021,43,43021,43021,1712302813,330875.009
1170,0,412650,96900,407093,107008,149.14,43022,43022,43,43022,43022,149140312.5,91804.08909
1171,0,416100,126400,404737,125020,105.435,43023,43023,43,43023,43023,105435312.5,73185.71247
1172,0,397500,139400,390216,142253,254.44,43024,43024,43,43024,43024,254440000,104101.5765
1173,0,415750,114350,405962,140936,1459.551,43810,43810,43,43810,43810,1459550625,284407.6731
1174,0,501250,118200,485771,123322,356.058,41032,41032,41,41032,41032,356058125,130253.4055
1175,0,210800,61300,216429,69745,170.86,48002,48002,48,48002,48002,170859687.5,96244.64825
1176,0,347000,92750,351377,95390,48.511,44011,44011,44,44011,44011,48510937.5,40991.59992
1177,0,415100,141400,413152,155346,326.466,43005,43005,43,43005,43005,326465937.5,119051.755
1178,0,409750,130800,395750,129698,215.63,43006,43006,43,43006,43006,215629687.5,89863.52993
1179,0,411250,96050,385056,113220,1062.085,43007,43007,43,43007,43007,1062085313,244262.5198
1180,0,408650,134250,396264,142665,448.169,43008,43008,43,43008,43008,448169375,148039.1919
1181,0,382000,114650,376202,119596,518.746,43009,43009,43,43009,43009,518745625,155382.6948
1182,0,416500,126500,404749,125022,105.548,43011,43011,43,43011,43011,105548125,74212.48917
1183,0,390850,142750,385023,140062,114.008,43012,43012,43,43012,43012,114008125,80280.25612
1184,0,229050,99100,228557,108389,77.776,47010,47010,47,47010,47010,77775937.5,64889.87553
1185,0,247600,68200,251816,76693,198.058,47015,47015,47,47015,47015,198058125,85417.87156
1602,0,250900,222450,250870,222490,0,60002,60002,0,60002,60002,298728125,128416.1472
1604,0,194200,842900,202127,848737,139.212,93001,93001,93,93001,93001,139211562.5,86554.69876
1631,0,193850,830550,201046,836212,132.822,93002,93002,93,93002,93002,132822187.5,91659.72401
1638,-1,246400,415100,254565,407467,273.035,202002,202002,202,202002,202002,273527297.4,112821.5959
976,0,493450,198450,488411,201708,47.256,39127,39127,39,39127,39127,47255625,46522.53967
977,0,506050,165000,496324,162112,91.642,39128,39128,39,39128,39128,91642187.5,74334.24061
978,0,443850,206750,414552,204769,1607.342,39129,39129,39,39129,39129,1607342188,293615.5681
979,0,471800,174050,439863,209218,4599.035,39130,39130,39,39130,39130,4599034688,587516.9967
980,0,514950,182250,520845,189208,134.728,39131,39131,39,39131,39131,134728437.5,69712.05807
981,0,282500,285400,282521,286206,1.012,55035,55035,55,55035,55035,1012187.5,6418.807717
982,0,356050,219350,350476,224020,90.033,55036,55036,55,55036,55036,90033125,60712.48917
983,0,334600,205550,308053,225003,913.249,56001,56001,56,56001,56001,913249375,285852.3953
984,0,325850,188900,318995,202611,211.821,56002,56002,56,56002,56002,211821250,107046.2987
985,0,312700,220400,297275,229570,545.445,56004,56004,56,56004,56004,545445312.5,162012.7723
986,0,332950,192400,326761,201808,98.341,56005,56005,56,56005,56005,98341250,73126.70273
987,0,294700,229550,288961,227657,184.741,56006,56006,56,56006,56006,184740625,95839.1919
1072,0,343400,358450,347433,354077,82.778,67021,67021,67,67021,67021,82777500,57653.91052
1073,0,347900,359200,349839,356748,16.561,67023,67023,67,67023,67023,16560625,28091.16882
1141,0,384850,399700,388222,405128,72.304,69043,69043,69,69043,69043,72304062.5,48241.34739
1142,0,373350,412250,372843,417450,36.87,69046,69046,69,69046,69046,36870000,39271.06781
626,0,564600,235100,561229,237174,43.787,37036,37036,37,37036,37036,43787187.5,45793.68145
627,0,567200,200000,563028,197013,98.07,37038,37038,37,37038,37038,98069687.5,60046.37264
988,0,282200,47600,280181,50259,23.096,46009,46009,46,46009,46009,23095937.5,24508.75721
989,0,281000,78700,274793,82178,86.948,46013,46013,46,46013,46013,86947500,68230.86579
990,0,285750,78500,275874,87358,232.274,46014,46014,46,46014,46014,232274375,117730.0036
991,0,263250,71900,262044,70713,14.242,46802,46802,46,46802,46802,14241875,18628.42712
992,0,290400,184450,293419,189898,74.206,58005,58005,58,58005,58005,74205937.5,47500.78823
1001,0,260850,357950,262698,356770,10.327,65008,65008,65,65008,65008,10327187.5,19615.86399
1002,0,181950,45000,178563,46742,19.012,48005,48005,48,48005,48005,19011562.5,24208.75721
1003,0,277850,67550,277180,68691,3.345,46818,46818,46,46818,46818,3345000,10114.21356
1004,0,242650,72550,234597,90511,920.23,47001,47001,47,47001,47001,920230312.5,221793.0285
1005,0,209800,62500,216554,69917,167.196,48011,48011,48,48011,48011,167196250,95030.00359
1143,0,636000,260150,631306,266292,62.774,35003,35003,35,35003,35003,62773750,55789.0873
1144,0,585850,188850,582810,188870,9.852,37033,37033,37,37033,37033,9851562.5,19072.36111
628,0,412100,193500,412543,185461,81.556,39087,39087,39,39087,39087,81555625,56068.12409
993,0,617400,162450,613269,161080,19.593,40027,40027,40,40027,40027,19592812.5,35872.36111
994,0,471050,106800,470407,109547,17.33,42017,42017,42,42017,42017,17330312.5,24550.17857
995,0,551150,145600,540750,146830,210.301,40822,40822,40,40822,40822,210301250,96391.52596
996,0,281700,63750,281106,66746,40.307,46812,46812,46,46812,46812,40306875,39437.61543
1006,0,528650,283700,525953,278357,61.845,33809,33809,33,33809,33809,61845000,51171.93001
1007,0,636050,258250,630035,261500,56.348,35004,35004,35,35004,35004,56347812.5,56622.97077
1008,0,642450,276450,634776,276343,95.939,35009,35009,35,35009,35009,95939062.5,68810.83874
1145,0,389150,226400,396162,221242,31.306,54026,54026,54,54026,54026,31305937.5,44048.45417
1149,0,435450,115950,438618,142182,1037.032,42021,42021,42,42021,42021,1037031563,222798.5588
1150,0,435450,115250,437233,139359,1182.612,42022,42022,42,42022,42022,1182612188,234588.5083
1151,0,444550,115300,455630,130499,411.233,42023,42023,42,42023,42023,411232812.5,173594.3957
1152,0,438500,139350,446366,148516,478.432,42024,42024,42,42024,42024,478431875,150395.689
894,0,446300,236900,439845,241278,89.205,39144,39144,39,39144,39144,89205312.5,57142.20959
895,0,511200,184550,512861,185972,8.517,39145,39145,39,39145,39145,8517187.5,16306.67568
896,0,453150,186400,452522,185593,2.01,39146,39146,39,39146,39146,2010312.5,6794.543648
897,0,486900,208350,487831,207189,9.488,39147,39147,39,39147,39147,9487500,17321.32034
997,0,519350,186200,517402,188669,23.745,39096,39096,39,39096,39096,23744687.5,29227.99603
998,0,569500,325650,575266,325826,44.694,33025,33025,33,33025,33025,44693750,42003.30086
1497,0,301750,171650,299891,175360,49.009,58011,58011,58,58011,58011,49008750,46039.69696
1501,0,320800,125000,310311,124175,203.686,52813,52813,52,52813,52813,203685937.5,100603.2269
1502,0,342450,126300,349344,116865,763.641,52814,52814,52,52814,52814,763640937.5,213371.351
1503,0,328900,125300,314758,125480,385.399,52815,52815,52,52815,52815,385399062.5,127594.3957
1504,0,358450,393350,358368,397630,32.562,69018,69018,69,69018,69018,32561875,40025.4834
1254,0,242900,376850,242964,380648,21.01,102001,102001,102,102001,102001,21010000,33081.98052
1255,0,273900,672550,276325,671269,35.341,84016,84016,84,84016,84016,35340937.5,38649.31637
1358,0,327650,229450,324966,232506,24.714,55015,55015,55,55015,55015,24714062.5,30843.07179
1359,0,302450,257800,309100,270212,358.938,55016,55016,55,55016,55016,358938437.5,145392.3142
1360,0,165550,27350,167316,32421,40.3,48006,48006,48,48006,48006,40300312.5,43000.78823
1411,0,511950,218200,506785,223483,71.236,38033,38033,38,38033,38033,71235937.5,58756.42315
1412,0,296950,213350,297142,216070,10.936,58010,58010,58,58010,58010,10935625,17647.66594
1413,0,218000,70800,218045,73640,12.343,48812,48812,48,48812,48812,12343437.5,20855.20382
1505,0,265650,676200,261410,679736,51.923,84020,84020,84,84020,84020,51923437.5,42739.26586
1506,0,350100,450000,356552,454584,87.998,72016,72016,72,72016,72016,87998125,52980.25612
1256,0,386100,290550,387286,296544,79.334,54067,54067,54,54067,54067,79334375,62829.64646
1257,0,349100,241450,344452,244436,42.972,55031,55031,55,55031,55031,42971562.5,44788.6562
1361,0,305000,229700,302460,237118,62.659,56003,56003,56,56003,56003,62659375,56648.88527
1362,0,334700,330250,331148,332540,49.484,54045,54045,54,54045,54045,49484375,46409.54544
1414,0,375300,398050,375746,401590,24.05,69019,69019,69,69019,69019,24050000,34354.77272
1415,0,282450,285350,281284,286464,3.843,55033,55033,55,55033,55033,3843125,10250.60967
1416,0,282350,284200,281009,284946,3.118,55034,55034,55,55034,55034,3118125,10067.76695
1417,0,292800,225450,292743,221881,19.295,56007,56007,56,56007,56007,19295312.5,27881.54942
1507,0,365450,322250,367371,323819,10.178,54059,54059,54,54059,54059,10178437.5,20133.02128
1508,0,363450,322200,360939,324614,22.068,54060,54060,54,54060,54060,22067500,26089.0873
1509,0,362350,328850,359585,328585,4.571,54061,54061,54,54061,54061,4570937.5,14594.54365
1510,0,363750,177200,367438,182323,151.636,53006,53006,53,53006,53006,151635625,78889.44443
1511,0,380500,156450,373522,146517,263.76,53007,53007,53,53007,53007,263760312.5,127195.2579
1512,0,396500,183200,388258,186712,305.173,53008,53008,53,53008,53008,305172812.5,136878.1006
1513,0,378550,167000,385923,166415,1569.351,53018,53018,53,53018,53018,1569351250,315144.4264
1514,0,368250,198750,373945,191527,133.062,54088,54088,54,54088,54088,133061562.5,81565.61146
1515,0,392050,237250,424911,259486,2700.213,54089,54089,54,54089,54089,2700212500,451990.3679
1516,0,284300,287600,283288,287951,1.108,54090,54090,54,54090,54090,1108125,6138.477631
1258,0,313150,211400,311560,213117,10.973,56018,56018,56,56018,56018,10973125,18552.69119
1259,0,263350,93800,262086,90202,15.409,50003,50003,50,50003,50003,15409062.5,24579.46789
1260,0,270550,137400,271094,138114,5.33,50004,50004,50,50004,50004,5330000,10721.32034
1261,0,306000,211700,304708,215966,33.523,57001,57001,57,57001,57001,33522500,40520.45815
1262,0,377650,223350,370614,233392,287.407,54017,54017,54,54017,54017,287407187.5,118945.5104
1263,0,346550,309250,336282,305666,172.858,54018,54018,54,54018,54018,172857812.5,84289.01333
1264,0,297550,267600,292073,276806,172.122,55026,55026,55,55026,55026,172121562.5,125345.8676
1363,0,252750,101400,250127,98335,71.231,50008,50008,50,50008,50008,71230937.5,50656.42315
1364,0,250050,99900,247482,98922,20.046,50009,50009,50,50009,50009,20046250,23152.69119
1365,0,250650,106950,238421,112315,258.43,50010,50010,50,50010,50010,258430000,111532.0851
1366,0,378200,276100,336744,309876,4329.901,54001,54001,54,54001,54001,4329900313,595109.3848
1367,0,404000,243700,430858,262006,2207.949,54002,54002,54,54002,54002,2207948438,392707.5992
1368,0,396250,390750,405356,396928,149.4,69015,69015,69,69015,69015,149399687.5,83236.32214
1369,0,400500,394950,406400,397608,128.686,69016,69016,69,69016,69016,128685937.5,71375.66197
1370,0,396400,389800,402591,382528,184.233,69017,69017,69,69017,69017,184232500,87287.3629
1371,0,350200,258950,334075,264541,365.878,55021,55021,55,55021,55021,365878437.5,179080.5393
1372,0,350250,211200,341042,214582,141.905,55022,55022,55,55022,55022,141904687.5,80004.95129
1373,0,352750,211100,326243,248368,4016.244,55023,55023,55,55023,55023,4016244063,544285.6258
1418,0,304450,131250,303601,132579,18.071,52008,52008,52,52008,52008,18071250,24894.11255
1419,0,349800,143850,358525,145236,58.162,52009,52009,52,52009,52009,58161875,52244.72222
1420,0,359000,131800,367129,135772,137.815,52010,52010,52,52010,52010,137815000,75875.23087
1421,0,349800,129050,355532,128170,84.642,52011,52011,52,52011,52011,84641562.5,70270.63671
1422,0,438850,268850,446129,263684,301.036,54050,54050,54,54050,54050,301035937.5,118633.3784
1423,0,372650,387550,385614,378681,257.559,69006,69006,69,69006,69006,257558750,122664.3182
1424,0,377250,393600,398472,391822,667.276,69007,69007,69,69007,69007,667275937.5,198497.6966
1425,0,354850,240600,338678,257813,884.672,55003,55003,55,55003,55003,884672187.5,233051.6071
1428,0,201750,68150,207825,73231,209.945,49001,49001,49,49001,49001,209944687.5,128089.3705
1429,0,260750,123650,272170,117346,832.962,50001,50001,50,50001,50001,832961875,236738.6868
1430,0,249950,118550,248590,107224,664.256,50002,50002,50,50002,50002,664256250,205111.479
1431,0,365250,343050,359816,344403,201.385,68005,68005,68,68005,68005,201384687.5,113893.1764
1517,0,284250,342050,283509,343523,12.763,67010,67010,67,67010,67010,12762812.5,18076.52416
1518,0,285150,339150,284743,337881,3.698,67011,67011,67,67011,67011,3697500,9667.766953
1519,0,340450,500650,341876,505805,24.039,73007,73007,73,73007,73007,24038750,28952.69119
1520,0,349600,480600,355396,484837,127.426,73008,73008,73,73008,73008,127425625,78150.9668
1521,0,336600,486300,335815,501820,247.973,73010,73010,73,73010,73010,247972500,131751.3239
