OBJECTID,ZN,EAST,NORTH,CEAST,CNORTH,KMSQ,STATION,IDO,HA,ID_STRING,ID,SHAPE_AREA,SHAPE_LEN
1672,0,393750,184000,388508,182339,25.231,53020,53020,53,53020,53020,25230625,41579.03679
1673,0,299950,317950,297748,318795,12.716,54086,54086,54,54086,54086,12715937.5,20913.78246
1771,0,366750,182200,370303,183923,80.597,53026,53026,53,53026,53026,80596875,59019.59595
1772,0,389700,192050,388268,195124,29.711,53030,53030,53,53030,53030,29710625,36563.96103
1607,0,339600,499850,341852,505734,24.354,73016,73016,73,73016,73016,24354375,32006.24458
1608,0,349950,496550,345979,501886,70.62,73017,73017,73,73017,73017,70620312.5,59820.02705
1674,0,387000,263150,387499,269585,54.033,54096,54096,54,54096,54096,54032500,57749.74747
1675,0,283150,286900,282330,287685,1.61,54097,54097,54,54097,54097,1609687.5,6182.411614
1676,0,375050,203550,377179,199371,29.543,54098,54098,54,54098,54098,29542812.5,30910.83874
1728,0,288100,339900,283056,340290,60.047,67017,67017,67,67017,67017,60046562.5,45299.92604
1729,0,393100,363600,398635,367269,72.559,68044,68044,68,68044,68044,72559062.5,57415.00179
1773,0,192100,44750,194929,54536,89.022,48003,48003,48,48003,48003,89021562.5,63282.76875
1774,0,215900,67350,215278,71462,25.26,48004,48004,48,48004,48004,25260000,34384.06204
1609,0,325050,513700,323235,511564,16.133,75014,75014,75,75014,75014,16132500,22696.19408
1610,0,273550,326750,277100,330325,63.652,64010,64010,64,64010,64010,63652187.5,48861.4484
1611,0,311350,127000,308311,128523,27.75,52025,52025,52,52025,52025,27750000,31637.61543
1677,0,365300,471950,371396,476440,91.698,72012,72012,72,72012,72012,91698437.5,59962.66773
1678,0,360850,501450,355170,504112,26.189,72013,72013,72,72013,72013,26189375,40279.03679
1730,0,141500,848650,142866,842297,80.547,105001,105001,105,105001,105001,80547187.5,58923.32791
1731,0,140200,932500,134455,933348,44.935,106001,106001,106,106001,106001,44934687.5,42159.36688
1775,0,248400,359900,255041,356469,46.108,65004,65004,65,65004,65004,46107500,53121.67748
1776,0,361650,207450,360648,210467,28.897,54084,54084,54,54084,54084,28896875,32616.29509
1777,0,361000,211500,360924,212844,10.591,54085,54085,54,54085,54085,10590625,19192.03102
1612,0,319550,489600,321479,496480,85.255,74001,74001,74,74001,74001,85254687.5,64365.61146
1613,0,313550,503800,317603,508084,43.989,74002,74002,74,74002,74002,43989062.5,39790.73773
1679,0,276700,662500,281265,665658,68.429,84028,84028,84,84028,84028,68429062.5,56839.26586
1680,0,276450,647050,276959,643517,25.521,84029,84029,84,84029,84029,25521250,27425.4834
1681,0,276300,646950,275579,644809,6.038,84031,84031,84,84031,84031,6037812.5,15506.67568
1732,0,259200,559000,256716,564814,77.398,81007,81007,81,81007,81007,77398125,57704.52019
1733,0,233800,616050,243323,603060,313.343,82002,82002,82,82002,82002,313343125,165667.9762
1734,0,210750,583200,224449,587731,324.539,82003,82003,82,82003,82003,324538750,135996.9083
1735,0,224500,651400,224070,653157,6.071,83001,83001,83,83001,83001,6070625,13428.42712
1736,0,229350,648750,229301,655015,91.221,83002,83002,83,83002,83002,91220625,69735.89104
1737,0,252500,625900,265663,627979,167.253,83003,83003,83,83003,83003,167252500,91192.74529
1738,0,250750,621700,259603,618884,203.823,83004,83004,83,83004,83004,203822500,111151.3239
1739,0,234500,636900,249487,638574,367.579,83005,83005,83,83005,83005,367579375,126017.0094
1740,0,236200,621600,256488,622724,579.042,83006,83006,83,83006,83006,579041562.5,179069.6266
1741,0,231600,642050,237925,649009,56.936,83007,83007,83,83007,83007,56935625,69141.77849
1742,0,235100,638400,242094,647351,93.142,83008,83008,83,83008,83008,93142187.5,83241.34739
1743,0,309050,584500,301517,593948,229.27,78005,78005,78,78005,78005,229270000,99917.87156
1778,0,337200,188500,338725,190843,16.168,56008,56008,56,56008,56008,16168125,25728.42712
1779,0,326300,513850,326620,510683,21.594,75802,75802,75,75802,75802,21594375,30386.14357
1780,0,350750,515950,347035,513023,32.338,76001,76001,76,76001,76001,32337500,32842.64069
1614,0,384100,399200,388173,405053,73.281,69003,69003,69,69003,69003,73280937.5,50224.1901
1615,0,402300,397100,408532,399852,68.214,69004,69004,69,69004,69004,68214375,48229.64646
1682,0,324050,217600,324467,224693,82.8,56012,56012,56,56012,56012,82799687.5,54335.10281
1683,0,301900,319000,296949,323436,74.029,54003,54003,54,54003,54003,74029062.5,49025.0523
1744,0,342400,488500,341632,491667,22.058,73803,73803,73,73803,73803,22058125,34754.77272
1745,0,176250,37650,172168,36765,26.896,48007,48007,48,48007,48007,26895937.5,32435.10281
1746,0,325500,389400,325359,386218,17.886,68021,68021,68,68021,68021,17885625,24340.55916
1783,0,427250,255600,432846,250807,96.55,54048,54048,54,54048,54048,96550000,60848.88527
1784,0,374650,323850,377227,326645,34.703,54100,54100,54,54100,54100,34703125,37856.85425
1616,0,329450,488200,329400,495201,72.33,73002,73002,73,73002,73002,72330312.5,63727.13383
1617,0,351900,443500,355196,447560,16.927,72814,72814,72,72814,72814,16926875,28254.77272
1684,0,378000,319250,379349,315116,36.326,54099,54099,54,54099,54099,36325937.5,43622.97077
1685,0,384600,383000,392326,379277,58.862,69008,69008,69,69008,69008,58861875,58543.86002
1747,0,249450,362300,257850,360308,79.892,65006,65006,65,65006,65006,79892187.5,60224.1901
1748,0,249850,342900,253669,345656,51.597,65007,65007,65,65007,65007,51596875,40137.61543
1788,-1,334950,323100,333904,325199,14.433,206006,206006,206,206006,206006,14439132.23,20468.41053
1789,-1,233150,335900,240998,344221,313.583,236005,236005,236,236005,236005,314257017.2,136145.4837
1790,-1,224550,342800,237761,319054,3370.147,236006,236006,236,236006,236006,3377726689,530041.7526
1791,-1,220500,340000,211879,348444,167.503,236007,236007,236,236007,236007,167954779.9,100918.9693
1792,-1,225300,331300,218632,326228,104.38,236009,236009,236,236009,236009,104652316.1,61401.06129
1793,-1,222900,350850,228954,355858,160.071,236051,236051,236,236051,236051,160449451.2,80975.93766
1794,-1,222300,345350,236459,320572,3557.242,236602,236602,236,236602,236602,3565322345,574236.1817
1795,-1,228100,334700,241967,316048,2850.888,236603,236603,236,236603,236603,2857082611,468014.1535
1796,-1,213150,337550,203755,339469,185.876,236604,236604,236,236604,236604,186409412.2,91368.31826
1797,0,0,0,0,0,0,205034,205034,205,205034,205034,158480.2121,2001.31027
1798,0,0,0,0,0,0,206002,206002,206,206002,206002,110257208.3,78478.6754
1618,0,349650,362450,354212,358801,49.902,68015,68015,68,68015,68015,49902187.5,49527.13383
1619,0,348050,441000,355488,444235,37.071,72811,72811,72,72811,72811,37070625,43031.72798
1686,0,348150,455350,351620,459069,28.99,72014,72014,72,72014,72014,28990000,35642.64069
1687,0,450350,88100,449845,83747,30.612,101002,101002,101,101002,101002,30611562.5,34950.17857
1688,0,449100,88600,446567,85777,14.862,101003,101003,101,101003,101003,14861875,24379.89899
1749,0,384900,397550,392236,401692,57.084,69020,69020,69,69020,69020,57084062.5,50736.32214
1750,0,336000,503400,329854,504713,56.573,73014,73014,73,73014,73014,56573437.5,51644.29112
1807,0,280950,642900,278224,637191,67.078,84009,84009,84,84009,84009,67077500,55853.04833
1808,0,247800,579650,246716,577824,15.722,80006,80006,80,80006,80006,15721562.5,22025.9145
1809,0,212850,569450,210867,571878,18.123,81001,81001,81,81001,81001,18123125,24664.82323
1620,0,346150,259850,341514,261524,19.98,55020,55020,55,55020,55020,19980312.5,27581.54942
1621,0,283950,229050,281968,227820,17.648,56014,56014,56,56014,56014,17648437.5,28469.41738
1689,0,458300,85300,453793,81793,59.583,101004,101004,101,101004,101004,59583437.5,51827.99603
1690,0,197150,713950,193364,714429,32.405,89006,89006,89,89006,89006,32405000,38391.16882
1751,0,314600,504000,317746,508285,42.154,74802,74802,74,74802,74802,42153750,36610.40764
1752,0,350700,495550,346219,501623,74.518,73003,73003,73,73003,73003,74517500,61424.6212
1785,0,379300,418750,382050,423483,103.135,69040,69040,69,69040,69040,103135312.5,61696.98231
1622,0,259200,347800,261427,351195,66.958,65001,65001,65,65001,65001,66957500,52883.19985
1623,0,295650,370350,294310,363431,70.085,66003,66003,66,66003,66003,70084687.5,50709.97654
1691,0,195750,707550,197421,705053,23.548,89007,89007,89,89007,89007,23547500,33554.77272
1692,0,223900,727600,225439,727140,5.005,89008,89008,89,89008,89008,5004687.5,11801.65043
1693,-1,325900,362750,320771,354647,316.992,205006,205006,205,205006,205006,317185980.7,134906.5226
1694,-1,323650,352500,326938,348550,84.971,205008,205008,205,205008,205008,85013632.24,53399.13805
1695,-1,312350,353950,322506,350516,178.546,205010,205010,205,205010,205010,178650674.2,94841.93446
1696,0,273350,564100,260320,583804,810.387,80002,80002,80,80002,80002,810386875,228672.4963
1697,0,363100,411950,363605,415431,22.73,70001,70001,70,70001,70001,22729687.5,25420.88924
1753,0,218400,66000,218188,71257,22.966,48009,48009,48,48009,48009,22966250,35271.93001
1754,0,283800,339850,281004,338659,27.072,67012,67012,67,67012,67012,27072187.5,24505.81349
1755,0,369650,379900,366592,381601,33.759,68011,68011,68,68011,68011,33759375,32623.40187
1799,0,266000,626150,270980,626718,60.726,83011,83011,83,83011,83011,60725937.5,49404.95129
1800,0,262850,624200,266303,621858,12.522,83012,83012,83,83012,83012,12522187.5,22769.41738
1801,0,243000,637000,252534,636317,211.896,83013,83013,83,83013,83013,211895937.5,94971.85604
1802,0,255850,670500,265025,674724,335.223,84001,84001,84,84001,84001,335223125,154276.8073
1803,0,220650,726500,222753,724946,10.301,89009,89009,89,89009,89009,10300625,16159.79797
1624,0,377300,509700,378420,503112,66.818,76014,76014,76,76014,76014,66817812.5,56046.37264
1625,0,339700,516000,340180,512196,36.281,76018,76018,76,76018,76018,36281250,36079.03679
1698,0,360500,467950,363870,463136,82.694,72003,72003,72,72003,72003,82693750,48163.09883
1699,0,346850,410750,348522,406337,28.108,70006,70006,70,70006,70006,28107812.5,33957.28535
1756,0,385500,388900,391773,384319,58.802,69011,69011,69,69011,69011,58802187.5,51917.08332
1757,0,374050,158000,367772,153803,73.642,53009,53009,53,53009,53009,73641562.5,53592.81925
1810,0,241250,565350,237614,579411,366.213,81002,81002,81,81002,81002,366212500,126568.4812
1811,0,218000,559950,216028,569858,170.698,81003,81003,81,81003,81003,170697812.5,77443.42892
1812,0,238200,554500,229959,563825,329.065,81004,81004,81,81004,81004,329065312.5,137500.2832
1813,0,214450,780450,228638,783343,1262.935,91002,91002,91,91002,91002,1262935313,285965.6727
1814,0,226100,778150,226882,776154,6.531,91802,91802,91,91802,91802,6530937.5,13125.9145
1815,0,166600,770200,182883,774114,255.12,92001,92001,92,92001,92001,255119687.5,150763.0249
1816,0,179250,768850,181828,769656,8.06,92002,92002,92,92002,92002,8060000,16489.94949
1817,-1,337150,373200,339394,373632,12.027,205105,205105,205,205105,205105,12029743.04,21443.10302
1818,-1,308550,331000,314605,330541,120.463,206001,206001,206,206001,206001,120554838.1,73334.76085
1819,-1,306400,333200,306072,339985,47.542,206003,206003,206,206003,206003,47584876.25,57931.27796
1820,0,214700,924900,223042,922196,138.461,95001,95001,95,95001,95001,138460625,74955.99205
1821,0,218400,884200,218398,876546,141.778,95002,95002,95,95002,95002,141778437.5,75989.01333
1822,0,0,0,0,0,0,75018,75018,0,75018,75018,665796250,161625.2488
1823,-1,305050,410950,309683,416382,220.957,203092,203092,203,203092,203092,221122907.7,98066.38743
1824,-1,308600,389600,313278,407190,707.786,203093,203093,203,203093,203093,708278352.3,183991.065
1626,0,263500,288050,269502,288174,47.014,64006,64006,64,64006,64006,47014062.5,43244.29112
1627,0,289850,306150,290313,306737,1.063,64007,64007,64,64007,64007,1063437.5,5609.619408
1628,0,291650,308300,291645,309429,3.003,64008,64008,64,64008,64008,3003437.5,8358.147545
1700,0,267950,660450,265383,652735,55.413,84008,84008,84,84008,84008,55413125,57831.72798
1701,0,182400,762950,186067,765227,25.171,92003,92003,92,92003,92003,25171250,29001.21933
1702,0,169750,748300,172934,752300,103.808,92004,92004,92,92004,92004,103807500,63743.86002
1703,0,179250,768850,181828,769656,8.06,92803,92803,92,92803,92803,8060000,16489.94949
1758,0,299750,253100,295983,256814,28.988,55017,55017,55,55017,55017,28988437.5,39432.15908
1759,0,352900,223550,350677,226591,30.821,55019,55019,55,55019,55019,30820625,32913.35137
1760,0,306650,340500,309059,339144,12.566,67029,67029,67,67029,67029,12565625,18016.29509
1786,0,287400,330800,283267,330791,53.38,67018,67018,67,67018,67018,53380000,54955.99205
1787,0,278600,353800,272173,351902,70.41,66012,66012,66,66012,66012,70410000,51774.01154
1629,0,386300,398700,393032,402429,48.078,69039,69039,69,69039,69039,48078125,45980.25612
1630,0,352400,494450,355573,498635,65.441,73011,73011,73,73011,73011,65440937.5,55829.21536
1704,0,349800,327450,347245,325730,39.871,54820,54820,54,54820,54820,39870625,46358.93578
1705,0,362350,328900,361116,329376,2.318,54821,54821,54,54821,54821,2317500,8909.188309
1706,0,346050,526300,341782,525858,33.973,76811,76811,76,76811,76811,33973125,37634.67171
1761,0,322150,138150,318477,137313,15.735,52016,52016,52,52016,52016,15734687.5,22848.09704
1762,0,345200,163050,349705,160122,55.36,52017,52017,52,52017,52017,55360000,43124.6212
1763,0,357100,110000,356846,106980,16.649,52020,52020,52,52020,52020,16649062.5,22577.38636
1804,0,267150,674950,271350,677732,64.618,84006,84006,84,84006,84006,64618437.5,46617.08332
1805,0,275150,658550,283792,657917,92.32,84007,84007,84,84007,84007,92320000,63855.99205
1806,0,211600,774250,216794,769202,69.203,90003,90003,90,90003,90003,69202812.5,55907.89501
1632,0,352300,471900,354954,472815,30.043,73015,73015,73,73015,73015,30043125,42532.59018
1633,0,336950,494050,335298,497432,18.774,73006,73006,73,73006,73006,18774375,28940.55916
1634,0,367950,140950,367692,141779,4.891,52026,52026,52,52026,52026,4890937.5,12570.27958
1635,0,348800,159250,349322,158195,2.109,52810,52810,52,52810,52810,2109062.5,9594.543648
1636,0,346650,159350,346948,157953,0.997,52811,52811,52,52811,52811,997187.5,6587.436867
1707,0,366650,322750,367641,322924,2.917,54087,54087,54,54087,54087,2917187.5,8587.436867
1708,0,372550,390450,378092,388568,44.721,69013,69013,69,69013,69013,44720937.5,39593.68145
1709,0,377450,421250,376179,420809,3.031,69034,69034,69,69034,69034,3030625,8409.188309
1710,0,294600,334950,296007,331068,32.465,67013,67013,67,67013,67013,32465312.5,32745.15331
1764,0,332250,524800,335867,526347,64.688,75007,75007,75,75007,75007,64688125,42929.64646
1765,0,289050,246000,284963,252747,73.017,55004,55004,55,55004,55004,73016562.5,56709.11434
1781,0,457700,85650,453709,81715,58.433,101001,101001,101,101001,101001,58433437.5,51110.83874
1782,0,303350,182700,302130,186932,38.878,57010,57010,57,57010,57010,38878437.5,34488.6562
1637,0,389150,187000,381553,184796,77.728,53023,53023,53,53023,53023,77728437.5,52944.29112
1639,-1,292800,415950,294454,371386,5256.778,203004,203004,203,203004,203004,5262535456,753259.2364
1640,-1,299150,398300,294590,369311,4967.015,203005,203005,203,203005,203005,4972455144,782468.0822
1641,0,308400,515400,314175,513744,44.593,74003,74003,74,74003,74003,44593125,45727.56493
1711,0,487850,307350,487810,307250,0,31026,31026,0,31026,31026,2294049.482,7131.718105
1712,0,566200,273500,566235,273254,0,33023,33023,0,33023,33023,131889375,89823.75901
1713,0,343550,551250,343561,551259,0,76020,76020,0,76020,76020,145818750,96150.46174
1714,0,555300,262900,555258,262893,0,33052,33052,0,33052,33052,33132813.18,44258.01974
1715,0,478750,347700,478750,347710,0,28017,28017,0,28017,28017,280638504.4,114793.0657
1716,-1,325900,362750,320771,354647,316.992,203006,203006,203,203006,203006,317185980.7,134906.5226
1717,-1,282000,351950,266719,345578,964.696,203010,203010,203,203010,203010,966294086.3,260812.3692
1718,-1,304900,409000,309089,415944,243.563,203011,203011,203,203011,203011,243749648.8,102727.3232
1719,-1,292650,379800,278143,377304,429.192,203012,203012,203,203012,203012,429791336,148528.7868
1720,-1,309200,397250,313604,408278,655.257,203013,203013,203,203013,203013,655707579.1,175080.0636
1721,-1,298850,390650,294500,368771,4864.238,203015,203015,203,203015,203015,4869576992,808508.9882
1722,-1,304250,351050,320222,338639,315.939,203017,203017,203,203017,203017,316142131.5,159492.6489
1723,-1,314550,386700,326109,388515,277.777,203018,203018,203,203018,203018,277908964.7,116019.0816
1724,-1,296300,403800,287219,404684,126.427,203019,203019,203,203019,203019,126577631.3,84476.24822
1725,-1,295650,390500,280910,394224,304.193,203020,203020,203,203020,203020,304595387.7,135097.3562
1726,-1,310500,397100,322206,398955,126.459,203021,203021,203,203021,203021,126526931,82172.09685
1727,-1,262500,353050,253650,352289,183.939,203022,203022,203,203022,203022,184287945.2,104624.5767
1766,0,313100,497800,319338,501766,70.041,74007,74007,74,74007,74007,70040937.5,57531.29689
1229,0,310500,371350,315144,371478,62.906,66004,66004,66,66004,66004,62905937.5,47407.89501
1230,0,291500,359850,291738,358822,11.43,66008,66008,66,66008,66008,11429687.5,19838.04653
1231,0,385000,417450,384658,418433,2.173,69042,69042,69,69042,69042,2173437.5,7416.726189
1642,0,303500,504500,308078,509768,43.888,74006,74006,74,74006,74006,43888125,42612.48917
1643,0,186000,880350,199243,866282,441.198,94001,94001,94,94001,94001,441197812.5,177864.6013
1644,0,186000,880350,199243,866282,441.198,94002,94002,94,94002,94002,441197812.5,177864.6013
1645,0,255550,659600,255930,657775,5.145,84032,84032,84,84032,84032,5144687.5,14994.54365
1646,0,256850,661450,257941,653023,122.554,84033,84033,84,84033,84033,122553750,85072.28714
1647,0,254550,658950,253219,655469,17.077,84034,84034,84,84034,84034,17077187.5,29408.75721
1666,0,279050,273700,283020,276830,31.852,63004,63004,63,63004,63004,31852187.5,35881.54942
1667,0,277750,287650,278515,287167,0.545,63005,63005,63,63005,63005,544687.5,4487.436867
1668,0,276400,286700,276868,285798,0.707,63006,63006,63,63006,63006,706562.5,5199.568901
1669,0,362800,322950,360290,324232,12.316,54066,54066,54,54066,54066,12316250,22669.84848
1767,0,336500,503350,329915,504699,57.123,73804,73804,73,73804,73804,57122812.5,53102.86976
1768,0,324050,523950,321847,519532,33.973,75006,75006,75,75006,75006,33973437.5,36691.59992
1600,0,307700,586850,304390,597392,76.169,78004,78004,78,78004,78004,76169375,64231.72798
1601,0,0,0,0,0,0,25808,25808,0,25808,25808,8105.186478,528.3454259
1603,0,254200,269750,254184,269873,0,63003,63003,0,63003,63003,40550000,38025.4834
1648,0,259550,656200,261964,654978,16.814,84035,84035,84,84035,84035,16813750,27452.69119
1649,-1,234750,395950,241532,378147,1843.898,201010,201010,201,201010,201010,1847751746,374276.6593
1650,-1,243750,377550,245439,368828,816.133,201034,201034,201,201034,201034,817788866.2,210124.0327
1651,-1,267350,424650,270044,412247,365.732,202001,202001,202,202001,202001,366281891.7,131630.5863
1652,-1,321800,329000,324881,326955,36.48,203036,203036,203,203036,203036,36500950.88,35424.9848
1653,0,309950,600900,308724,609499,218.019,78006,78006,78,78006,78006,218018750,110494.8268
1670,0,364050,317550,370856,316415,95.649,54094,54094,54,54094,54094,95649375,57488.2251
1671,0,213250,76550,215408,78107,21.739,49003,49003,49,49003,49003,21739062.5,30669.41738
1769,0,394900,186600,398679,187324,46.479,53019,53019,53,53019,53019,46479375,51015.43289
1770,0,291350,286800,286979,290643,49.1,54081,54081,54,54081,54081,49099687.5,46195.76298
1605,0,328500,569300,325810,577059,69.929,77004,77004,77,77004,77004,69928750,62611.62697
1606,0,303500,337150,303580,333519,36.009,67028,67028,67,67028,67028,36009062.5,30700.78823
1654,0,263050,605000,263998,603166,8.371,79001,79001,79,79001,79001,8370625,16752.69119
1655,0,292350,585150,276757,605289,797.701,79002,79002,79,79002,79002,797700625,201439.044
1656,0,268400,613000,260222,610468,153.013,79003,79003,79,79003,79003,153013437.5,82500.28317
1657,0,284500,594100,276653,598777,142.688,79004,79004,79,79004,79004,142687500,72823.75901
1658,0,292850,579550,279568,586239,237.21,79005,79005,79,79005,79005,237210000,130450.4617
1659,0,285800,599300,272070,610775,469.028,79006,79006,79,79006,79006,469027812.5,158483.483
1660,0,302650,569500,302309,577351,118.438,79007,79007,79,79007,79007,118438125,72333.80951
1661,0,282150,561000,277424,573857,197.07,80001,80001,80,80001,80001,197070000,101942.1356
1662,-1,326650,361300,332552,359609,73.722,205005,205005,205,205005,205005,73750140.52,65488.82257
1663,0,215050,729950,218109,733329,36.614,89004,89004,89,89004,89004,36613750,38988.2251
1845,-1,304800,347100,298775,335536,170.893,203024,203024,203,203024,203024,171073917.7,100187.5646
1846,-1,289200,352400,287797,339531,166.706,203025,203025,203,203025,203025,166916197.4,97958.7015
1847,-1,314900,372550,320972,371995,44.505,203026,203026,203,203026,203026,44530946.9,45533.50278
1848,-1,309750,401500,317994,407637,183.027,203027,203027,203,203027,203027,183137869.8,97576.99521
1849,-1,288350,419400,280765,413973,100.426,203028,203028,203,203028,203028,100556472.3,72409.59073
1850,-1,328300,390150,332346,393484,58.517,203029,203029,203,203029,203029,58537730.12,44873.47071
1851,-1,323400,334050,324615,329707,101.638,203033,203033,203,203033,203033,101696149.3,65284.21454
1852,0,539500,209500,0,0,0,38027,38027,0,38027,38027,283575625,140208.6832
1853,0,276950,696150,0,0,0,18011,18011,0,18011,18011,1027651250,218753.2575
1854,0,526650,240050,0,0,0,33040,33040,0,33040,33040,297187.5,3021.751442
1855,0,0,0,0,0,0,15046,15046,0,15046,15046,22245312.5,32198.7067
1856,0,238600,703950,0,0,0,18019,18019,0,18019,18019,898437.5,5923.83297
1857,0,421100,290950,0,0,0,28102,28102,0,28102,28102,192175625,104877.3124
1858,0,402100,206250,0,0,0,39108,39108,0,39108,39108,58302500,53748.88527
1859,0,323150,740000,0,0,244.3229879,15030,15030,0,15030,15030,244322987.9,118720.232
1860,0,500900,457550,0,0,0,26006,26006,0,26006,26006,8818750,14957.71645
1861,0,213900,684300,212330,694235,138.674,86002,86002,86,86002,86002,138674062.5,80859.72401
1862,0,226250,711300,226477,710476,2.888,87801,87801,87,87801,87801,2888437.5,8928.858223
1863,-1,344850,350850,337716,353824,186.207,205011,205011,205,205011,205011,186261091.8,120280.0918
1864,-1,327100,359800,326502,358273,4.903,205012,205012,205,205012,205012,4905264.488,12802.76786
1865,-1,310350,355300,309850,353653,8.581,205013,205013,205,205013,205013,8588310.129,22754.92361
1866,-1,340150,379150,341004,377458,2.56,205014,205014,205,205014,205014,2560834.737,10612.79117
1867,0,230700,642400,229987,652247,175.26,83009,83009,83,83009,83009,175260312.5,105148.8113
1868,0,253250,637200,257651,639023,75.478,83010,83010,83,83010,83010,75477500,59009.54544
1869,-1,321750,328400,320687,326386,11.137,203037,203037,203,203037,203037,11144391.46,18619.84086
1870,-1,324300,326500,324510,324836,6.788,203038,203038,203,203038,203038,6791404.427,15186.35312
1871,-1,308850,410950,313865,414468,98.37,203039,203039,203,203039,203039,98436226.51,70325.25427
1872,-1,293050,415400,294455,371347,5252.166,203040,203040,203,203040,203040,5257918751,754359.7786
1873,-1,262300,356650,264595,360192,44.656,203041,203041,203,203041,203041,44730515.64,44608.42542
1874,-1,313450,376550,320857,376884,54.363,203042,203042,203,203042,203042,54395022.76,47311.47752
1875,-1,278050,355700,271880,358999,88.594,203043,203043,203,203043,203043,88730797.02,69274.53977
1876,-1,303400,421400,303315,422627,3.308,203044,203044,203,203044,203044,3310674.413,11616.73495
1877,-1,307600,413800,308329,415277,6.019,203045,203045,203,203045,203045,6024067.293,13697.35588
1878,0,230900,663800,228547,664724,12.047,84002,84002,84,84002,84002,12046875,21252.69119
1879,0,292850,642350,295914,628171,742.277,84004,84004,84,84004,84004,742277187.5,276812.9815
1880,0,270450,657950,286798,637115,1699.358,84005,84005,84,84005,84005,1699358125,339988.6435
1881,0,210700,556350,204875,558124,32.83,81005,81005,81,81005,81005,32830000,50539.69696
1882,0,236300,574600,239386,583824,139.011,81006,81006,81,81006,81006,139010937.5,75862.66773
1883,0,246800,578100,246867,576716,5.741,80003,80003,80,80003,80003,5740625,11809.18831
1884,0,248050,579050,248271,577988,2.614,80004,80004,80,80004,80004,2614062.5,8082.411614
1885,0,245050,578700,244779,577607,2.069,80005,80005,80,80005,80005,2068750,8426.345597
1886,0,247750,678750,246828,678430,1.948,85005,85005,85,85005,85005,1948125,8043.502884
1887,0,214250,682000,211516,681123,31.831,86001,86001,86,86001,86001,31830625,31196.19408
1888,0,313200,849600,313174,849606,0,7012,7012,0,7012,7012,31594375,39031.72798
1830,-1,304500,350400,320652,338218,306.223,203097,203097,203,203097,203097,306416968.2,156774.6792
1831,-1,294200,436250,303070,432467,298.977,204001,204001,204,204001,204001,299233747.4,141992.4776
1832,-1,329800,367900,323538,357139,448.719,205003,205003,205,205003,205003,448969072.1,200833.6303
1833,-1,332850,369300,324454,357939,493.141,205004,205004,205,205004,205004,493407008.7,205267.3863
1834,0,221700,599650,234068,602995,243.633,82001,82001,82,82001,82001,243633437.5,123640.8423
1835,0,285550,633350,280979,627941,97.57,84037,84037,84,84037,84037,97570000,75068.48122
1836,0,248750,677650,247547,677413,2.161,84038,84038,84,84038,84038,2160625,9172.792206
1837,0,239400,680350,240564,696549,786.093,85001,85001,85,85001,85001,786092812.5,303631.3582
1838,0,248450,686600,255293,685414,219.065,85002,85002,85,85002,85002,219064687.5,135615.7161
1839,0,232100,719450,232802,722131,79.925,85003,85003,85,85003,85003,79925000,61611.62697
1840,-1,307400,329250,304216,327765,34.763,206004,206004,206,206004,206004,34796227.02,39444.10423
1841,0,508500,184500,0,0,0,39055,39055,0,39055,39055,16817812.5,32003.73196
1842,0,235650,692850,231177,693950,35.486,85004,85004,85,85004,85004,35485937.5,32647.23484
1843,-1,304600,408100,302151,409519,10.453,203035,203035,203,203035,203035,10462873.29,21445.66849
1844,-1,285800,364950,275578,365080,59.869,203023,203023,203,203023,203023,59956242.94,88670.996
1825,0,256800,654950,252398,651802,20.936,84036,84036,84,84036,84036,20935625,34337.61543
1826,-1,320100,383600,324925,380173,29.208,203049,203049,203,203049,203049,29223215.31,35858.49751
1827,0,181900,872600,186176,869226,42.331,94003,94003,94,94003,94003,42330625,48286.14357
1828,0,216750,902600,221549,902660,30.902,95003,95003,95,95003,95003,30901562.5,32995.76298
1829,-1,284700,433950,286485,435545,14.655,203050,203050,203,203050,203050,14672387.11,22292.44726
